ID,Mockup ID,Created at,Updated at,Packaging ID,Product ID,Sock pair ID,Created on,Mockup version,Quantity,Manufacturing shipment ID,Finishing item ID,Manufacturing ID,Vendor ID,Finisher ID,Production deadline,Product info ID,Paired SKU,Kit number,Bundle ID
68261,221923,2024-02-19T21:37:28.847Z,2024-02-19T21:37:29.300Z,,,,2024-02-19,1,60,27798,,60640,4,7,2024-02-20,114,,1,46872
68238,,2024-02-19T18:51:02.862Z,2024-02-22T18:32:09.784Z,109960,,,2024-02-19,,150,27789,,60969,11,7,2024-02-22,35,,1,46852
68256,,2024-02-19T21:25:08.342Z,2024-02-19T21:43:34.797Z,108413,,,2024-02-19,,820,27797,,60644,11,3,2024-02-20,35,,1,46862
68243,,2024-02-19T20:17:26.511Z,2024-02-19T20:24:05.951Z,110072,,,2024-02-19,,2,27791,,60631,11,2,2024-02-20,35,,1,46870
68257,219331,2024-02-19T21:25:08.348Z,2024-02-19T21:43:34.897Z,,,,2024-02-19,1,60,27797,,60645,1,3,2024-02-22,114,,2,46863
68252,,2024-02-19T21:07:06.607Z,2024-02-20T21:37:07.395Z,110081,,,2024-02-19,,120,27768,,60731,11,7,2024-02-20,35,,1,
68240,,2024-02-19T18:51:02.871Z,2024-02-22T18:32:10.308Z,109960,,,2024-02-19,,150,27789,,60969,11,7,2024-02-22,35,,2,46853
68236,,2024-02-19T18:49:00.652Z,2024-02-20T20:05:37.059Z,108780,,,2024-02-19,,245,27788,,60718,11,2,2024-02-20,35,,2,46859
68255,218035,2024-02-19T21:25:08.335Z,2024-02-19T21:43:34.715Z,,,,2024-02-19,1,820,27797,,60643,1,3,2024-02-22,114,,1,46862
68242,221780,2024-02-19T20:17:26.505Z,2024-02-19T20:24:05.858Z,,,,2024-02-19,1,2,27791,,60630,3,2,2024-02-21,2,,1,46870
68254,,2024-02-19T21:14:02.420Z,2024-02-19T21:14:03.039Z,110133,,,2024-02-19,,250,27796,,60638,11,2,2024-02-20,35,,1,46879
68263,204106,2024-02-19T22:59:17.487Z,2024-02-19T23:01:41.865Z,,,,2024-02-19,1,650,27799,,60647,1,3,2024-02-22,2,,1,46451
68237,219172,2024-02-19T18:51:02.857Z,2024-02-22T18:32:09.057Z,,,,2024-02-19,1,150,27789,,60625,4,7,2024-02-28,114,,1,46852
68249,,2024-02-19T20:39:52.754Z,2024-02-20T18:12:41.890Z,110096,,,2024-02-19,,900,27794,,60690,6,7,2024-02-22,35,,1,46871
68250,220764,2024-02-19T20:54:05.781Z,2024-02-19T20:54:06.274Z,,,,2024-02-19,1,60,27795,,60634,4,7,2024-02-20,114,,1,46868
68251,,2024-02-19T20:54:05.788Z,2024-02-19T20:54:06.404Z,106847,,,2024-02-19,,60,27795,,60635,11,7,2024-02-20,35,,1,46868
68227,194457,2024-02-19T18:03:03.105Z,2024-02-19T18:03:04.277Z,,,,2024-02-19,3,75,27786,,60612,1,3,2024-02-20,2,,1,46772
68264,,2024-02-19T22:59:17.494Z,2024-02-19T23:01:41.953Z,103529,,,2024-02-19,,650,27799,,60648,6,3,2024-02-20,35,,1,46451
68241,,2024-02-19T18:54:00.734Z,2024-02-19T18:54:04.650Z,103433,,,2024-02-19,,600,27790,,60621,11,3,2024-02-19,35,,2,
68248,221885,2024-02-19T20:39:52.750Z,2024-02-19T20:39:53.167Z,,,,2024-02-19,1,900,27794,,60632,4,7,2024-02-26,114,,1,46871
68259,,2024-02-19T21:25:08.357Z,2024-02-19T21:43:35.120Z,,30768,,2024-02-19,,60,27797,,60646,1,3,2024-02-26,64,,3,46864
68266,,2024-02-19T23:37:13.901Z,2024-02-19T23:48:22.715Z,110231,,,2024-02-19,,240,27800,,60650,10,8,2024-02-22,121,,1,46566
68247,,2024-02-19T20:19:27.587Z,2024-02-19T20:19:28.167Z,110006,,,2024-02-19,,120,27793,,60629,11,2,2024-02-20,35,,1,46869
68246,221080,2024-02-19T20:19:27.575Z,2024-02-19T20:19:28.061Z,,,,2024-02-19,1,120,27793,,60628,3,2,2024-02-20,2,,1,46869
68265,220218,2024-02-19T23:37:13.895Z,2024-02-19T23:48:22.628Z,,,,2024-02-19,1,240,27800,,60649,10,8,2024-03-07,120,,1,46566
68258,,2024-02-19T21:25:08.352Z,2024-02-19T21:43:35.000Z,108413,,,2024-02-19,,60,27797,,60644,11,3,2024-02-20,35,,2,46863
68262,,2024-02-19T21:37:28.853Z,2024-02-19T21:37:28.853Z,,,,2024-02-19,,60,27798,4,,,,,,,1,46872
68225,192467,2024-02-19T17:51:55.560Z,2024-02-19T17:51:56.218Z,,,,2024-02-19,2,120,27785,,60611,3,2,2024-02-20,4,,1,46788
68372,171913,2024-02-20T23:47:06.806Z,2024-02-20T23:47:07.249Z,,,,2024-02-20,1,240,27841,,60747,3,2,2024-02-23,2,,1,46756
68373,,2024-02-20T23:47:06.813Z,2024-02-20T23:47:07.343Z,110426,,,2024-02-20,,240,27841,,60748,11,2,2024-02-21,35,,1,46756
68346,,2024-02-20T20:36:56.020Z,2024-02-20T21:04:02.807Z,101559,,,2024-02-20,,250,27831,,60728,11,7,2024-02-21,35,,1,46923
68328,,2024-02-20T18:17:25.311Z,2024-02-20T21:45:08.111Z,108031,,,2024-02-20,,650,27822,,60738,6,2,2024-02-14,35,,1,
68345,203633,2024-02-20T20:36:56.015Z,2024-02-20T21:04:02.697Z,,,,2024-02-20,3,250,27831,,60727,4,7,2024-02-21,2,,1,46923
68343,221832,2024-02-20T20:05:19.513Z,2024-02-20T20:05:19.923Z,,,,2024-02-20,1,300,27830,,60714,3,2,2024-02-21,2,,1,46922
68284,,2024-02-20T15:20:49.299Z,2024-02-20T15:20:49.299Z,,,,2024-02-20,,60,27806,4,,,,,,,2,46856
68344,,2024-02-20T20:05:19.522Z,2024-02-20T20:05:20.023Z,109344,,,2024-02-20,,300,27830,,60715,11,2,2024-02-21,35,,1,46922
68324,,2024-02-20T18:04:10.143Z,2024-02-20T18:04:10.143Z,,,,2024-02-20,,100,27820,2,,,,,,,1,46919
68279,220440,2024-02-20T15:19:33.331Z,2024-02-20T20:21:00.915Z,,,,2024-02-20,2,1,27805,,60720,3,2,2024-02-21,115,,2,46718
68326,,2024-02-20T18:04:10.171Z,2024-02-20T18:04:10.171Z,,,,2024-02-20,,200,27821,2,,,,,,,1,46919
68323,216465,2024-02-20T18:04:10.136Z,2024-02-20T18:13:50.158Z,,,,2024-02-20,1,100,27820,,60691,3,2,2024-02-21,2,,1,46919
68274,,2024-02-20T15:19:33.275Z,2024-02-20T20:21:01.321Z,109842,,,2024-02-20,,60,27804,,60721,11,2,2024-02-21,31,,1,46717
68282,,2024-02-20T15:20:49.291Z,2024-02-20T15:20:49.291Z,,,,2024-02-20,,60,27806,4,,,,,,,1,46855
68301,30871,2024-02-20T16:47:10.017Z,2024-02-20T16:47:10.664Z,,,,2024-02-20,1,120,27814,,60672,4,7,2024-02-21,2,,1,46901
68302,,2024-02-20T16:47:10.023Z,2024-02-20T16:47:10.762Z,110273,,,2024-02-20,,120,27814,,60673,11,7,2024-02-21,35,,1,46901
68273,217607,2024-02-20T15:19:33.271Z,2024-02-20T20:21:00.030Z,,,,2024-02-20,2,60,27804,,60719,3,2,2024-02-21,115,,1,46717
68283,221282,2024-02-20T15:20:49.294Z,2024-02-20T20:22:28.436Z,,,,2024-02-20,1,60,27806,,60724,3,2,2024-02-21,2,,2,46856
68276,,2024-02-20T15:19:33.284Z,2024-02-20T20:21:01.640Z,109841,,,2024-02-20,,60,27804,,60722,11,2,2024-02-21,31,,2,46718
68278,,2024-02-20T15:19:33.326Z,2024-02-20T20:21:01.940Z,109842,,,2024-02-20,,1,27805,,60721,11,2,2024-02-21,31,,1,46717
68325,216465,2024-02-20T18:04:10.168Z,2024-02-20T18:13:50.252Z,,,,2024-02-20,1,200,27821,,60692,3,2,2024-02-29,2,,1,46919
68280,,2024-02-20T15:19:33.334Z,2024-02-20T20:21:02.229Z,109841,,,2024-02-20,,1,27805,,60722,11,2,2024-02-21,31,,2,46718
68287,217404,2024-02-20T15:29:50.830Z,2024-02-20T15:29:51.312Z,,,,2024-02-20,1,60,27808,,60663,3,2,2024-02-21,114,,1,46694
68288,,2024-02-20T15:29:50.834Z,2024-02-20T15:29:50.834Z,,,,2024-02-20,,60,27808,4,,,,,,,1,46694
68327,214727,2024-02-20T18:17:25.294Z,2024-02-20T18:17:25.546Z,,,,2024-02-20,2,650,27822,,60693,3,2,2024-02-19,2,,1,
68286,,2024-02-20T15:20:52.491Z,2024-02-20T15:20:53.194Z,109360,,,2024-02-20,,240,27807,,60662,11,2,2024-02-21,35,,1,46895
68285,211291,2024-02-20T15:20:52.482Z,2024-02-20T15:20:53.087Z,,,,2024-02-20,2,240,27807,,60661,3,2,2024-02-21,2,,1,46895
68275,220440,2024-02-20T15:19:33.280Z,2024-02-20T20:21:00.319Z,,,,2024-02-20,2,60,27804,,60720,3,2,2024-02-21,115,,2,46718
68356,,2024-02-20T22:16:43.180Z,2024-02-20T22:23:35.141Z,104662,,,2024-02-20,,120,27834,,60740,11,3,2024-02-21,35,,1,46936
68277,217607,2024-02-20T15:19:33.322Z,2024-02-20T20:21:00.679Z,,,,2024-02-20,2,1,27805,,60719,3,2,2024-02-21,115,,1,46717
68353,221325,2024-02-20T21:40:51.768Z,2024-02-20T21:41:07.369Z,,,,2024-02-20,2,1,27811,,60736,1,3,2024-02-23,2,,1,
68357,210143,2024-02-20T22:16:43.184Z,2024-02-20T23:19:31.349Z,,,,2024-02-20,1,120,27834,,60745,1,3,2024-02-22,114,,2,46937
68291,206524,2024-02-20T15:31:25.568Z,2024-02-20T19:54:01.738Z,,,,2024-02-20,7,120,27809,,60711,3,2,2024-02-22,114,,2,46884
68290,,2024-02-20T15:31:25.563Z,2024-02-20T19:54:02.188Z,110042,,,2024-02-20,,120,27809,,60712,11,2,2024-02-21,35,,1,46883
68336,,2024-02-20T19:12:55.565Z,2024-02-20T19:12:56.224Z,109957,,,2024-02-20,,120,27826,,60703,11,7,2024-02-21,35,,1,46930
68330,,2024-02-20T18:21:45.458Z,2024-02-20T18:21:46.201Z,106011,,,2024-02-20,,60,27823,,60697,11,2,2024-02-21,35,,1,46911
68329,212897,2024-02-20T18:21:45.454Z,2024-02-20T18:21:46.109Z,,,,2024-02-20,16,60,27823,,60696,3,2,2024-02-21,2,,1,46911
68339,221389,2024-02-20T19:40:10.548Z,2024-02-20T19:40:10.944Z,,,,2024-02-20,1,120,27828,,60706,3,2,2024-02-21,2,,1,46899
68340,,2024-02-20T19:40:10.551Z,2024-02-20T19:40:11.011Z,109598,,,2024-02-20,,120,27828,,60707,11,2,2024-02-21,35,,1,46899
68335,221495,2024-02-20T19:12:55.561Z,2024-02-20T19:12:56.136Z,,,,2024-02-20,2,120,27826,,60702,4,7,2024-02-21,2,,1,46930
68310,,2024-02-20T17:15:34.561Z,2024-02-21T17:53:48.366Z,110283,,,2024-02-20,,250,27817,,60812,11,3,2024-02-21,35,,1,46876
68309,162671,2024-02-20T17:15:34.556Z,2024-02-21T17:53:48.075Z,,,,2024-02-20,4,250,27817,,60811,1,3,2024-02-21,2,,1,46876
68360,,2024-02-20T22:19:23.654Z,2024-02-20T22:29:26.035Z,107683,,,2024-02-20,,140,27835,,60743,11,3,2024-02-21,35,,1,46950
68334,,2024-02-20T18:41:44.220Z,2024-02-20T18:56:04.247Z,110021,,,2024-02-20,,120,27825,,60701,11,2,2024-02-21,31,,1,46880
68311,221804,2024-02-20T17:19:15.858Z,2024-02-20T17:19:16.741Z,,,,2024-02-20,1,115,27818,,60623,3,2,2024-02-20,2,,1,
68313,221805,2024-02-20T17:19:15.874Z,2024-02-20T17:19:17.058Z,,,,2024-02-20,1,115,27818,,60624,3,2,2024-02-20,2,,2,
68314,,2024-02-20T17:19:15.881Z,2024-02-20T20:05:37.570Z,108780,,,2024-02-20,,115,27818,,60718,11,2,2024-02-20,35,,1,
68312,,2024-02-20T17:19:15.867Z,2024-02-20T20:05:37.912Z,108780,,,2024-02-20,,115,27818,,60718,11,2,2024-02-20,35,,2,
68333,222017,2024-02-20T18:41:44.217Z,2024-02-20T18:56:04.146Z,,,,2024-02-20,1,120,27825,,60700,3,2,2024-02-21,114,,1,46880
68331,209744,2024-02-20T18:36:27.422Z,2024-02-20T18:36:27.946Z,,,,2024-02-20,1,120,27824,,60698,3,2,2024-02-21,2,,1,46916
68332,,2024-02-20T18:36:27.426Z,2024-02-20T18:36:28.030Z,104459,,,2024-02-20,,120,27824,,60699,11,2,2024-02-21,35,,1,46916
68349,222410,2024-02-20T21:25:43.291Z,2024-02-20T21:27:08.925Z,,,,2024-02-20,1,240,27833,,60729,1,3,2024-02-22,2,,1,46943
68359,95666,2024-02-20T22:19:23.650Z,2024-02-20T22:29:25.902Z,,,,2024-02-20,8,140,27835,,60742,1,3,2024-02-21,2,,1,46950
68350,,2024-02-20T21:25:43.295Z,2024-02-20T21:25:43.295Z,,,,2024-02-20,,240,27833,4,,,,,,,1,46943
68355,210148,2024-02-20T22:16:43.175Z,2024-02-20T23:19:31.065Z,,,,2024-02-20,1,120,27834,,60744,1,3,2024-02-22,114,,1,46936
68292,,2024-02-20T15:31:25.572Z,2024-02-20T19:54:02.525Z,110268,,,2024-02-20,,120,27809,,60713,11,2,2024-02-21,35,,2,46884
68337,219981,2024-02-20T19:36:38.948Z,2024-02-20T19:36:39.555Z,,,,2024-02-20,1,120,27827,,60704,4,7,2024-02-21,2,,1,46931
68307,222044,2024-02-20T17:06:41.256Z,2024-02-20T17:09:05.809Z,,,,2024-02-20,1,30,27816,,60679,3,2,2024-02-21,2,,2,46886
68305,222042,2024-02-20T17:06:41.246Z,2024-02-20T17:09:05.714Z,,,,2024-02-20,1,30,27816,,60678,3,2,2024-02-21,2,,1,46885
68338,,2024-02-20T19:36:38.958Z,2024-02-20T19:36:39.641Z,110316,,,2024-02-20,,120,27827,,60705,11,7,2024-02-21,35,,1,46931
68308,,2024-02-20T17:06:41.265Z,2024-02-20T17:06:41.265Z,,,,2024-02-20,,30,27816,4,,,,,,,2,46886
68306,,2024-02-20T17:06:41.253Z,2024-02-20T17:06:41.253Z,,,,2024-02-20,,30,27816,4,,,,,,,1,46885
68341,221726,2024-02-20T19:48:22.177Z,2024-02-20T19:48:23.383Z,,,,2024-02-20,1,80,27829,,60708,3,2,2024-02-21,114,,1,46932
68342,,2024-02-20T19:48:22.180Z,2024-02-20T19:48:23.722Z,110052,,,2024-02-20,,80,27829,,60709,11,2,2024-02-21,35,,1,46932
68303,221494,2024-02-20T17:05:39.164Z,2024-02-20T17:05:39.788Z,,,,2024-02-20,1,240,27815,,60677,3,2,2024-02-21,114,,1,46904
68304,,2024-02-20T17:05:39.169Z,2024-02-20T17:05:39.169Z,,,,2024-02-20,,240,27815,4,,,,,,,1,46904
68352,,2024-02-20T21:40:51.640Z,2024-03-19T15:29:49.144Z,109934,,,2024-02-20,,500,27810,,63100,6,3,2024-02-21,35,,1,
68319,188439,2024-02-20T17:35:34.175Z,2024-02-20T17:35:34.633Z,,,,2024-02-20,2,150,27819,,60685,3,2,2024-02-21,2,,1,46910
68320,,2024-02-20T17:35:34.179Z,2024-02-20T17:35:34.735Z,110278,,,2024-02-20,,150,27819,,60686,11,2,2024-02-21,35,,1,46910
68300,,2024-02-20T16:28:59.517Z,2024-02-20T16:29:00.179Z,109554,,,2024-02-20,,240,27813,,60671,11,2,2024-02-21,35,,1,46729
68299,220593,2024-02-20T16:28:59.508Z,2024-02-20T16:29:00.024Z,,,,2024-02-20,1,240,27813,,60670,3,2,2024-02-21,2,,1,46729
68358,,2024-02-20T22:16:43.188Z,2024-02-20T22:23:35.318Z,104662,,,2024-02-20,,120,27834,,60740,11,3,2024-02-21,35,,2,46937
68354,,2024-02-20T21:40:51.792Z,2024-03-19T15:29:49.378Z,109934,,,2024-02-20,,1,27811,,63100,6,3,2024-02-21,35,,1,
68375,222098,2024-02-20T23:51:51.092Z,2024-02-20T23:51:51.851Z,,,,2024-02-20,4,350,27803,,60753,3,2,2024-02-23,2,,1,
68348,,2024-02-20T20:53:53.614Z,2024-02-20T21:03:30.598Z,109251,,,2024-02-20,,200,27832,,60726,11,2,2024-02-21,35,,1,46933
68374,222098,2024-02-20T23:51:50.948Z,2024-02-20T23:51:51.612Z,,,,2024-02-20,4,550,27802,,60753,3,2,2024-02-23,2,,1,
68267,216095,2024-02-20T00:14:15.057Z,2024-02-20T00:14:15.629Z,,,,2024-02-20,1,60,27801,,60651,3,2,2024-02-21,116,,1,46891
68347,219916,2024-02-20T20:53:53.609Z,2024-02-20T21:03:30.505Z,,,,2024-02-20,4,200,27832,,60725,3,2,2024-02-21,2,,1,46933
68268,,2024-02-20T00:14:15.063Z,2024-02-20T00:14:15.733Z,107397,,,2024-02-20,,60,27801,,60652,11,2,2024-02-21,35,,1,46891
68370,222274,2024-02-20T23:46:50.374Z,2024-02-21T00:01:12.813Z,,,3868,2024-02-20,1,500,27840,,60755,3,2,2024-02-23,2,101222273v1,1,
68369,,2024-02-20T23:46:50.371Z,2024-02-21T00:01:12.723Z,110375,,,2024-02-20,,1000,27840,,60754,6,2,2024-02-21,35,,1,46967
68371,222273,2024-02-20T23:46:50.378Z,2024-02-21T00:01:12.924Z,,,3868,2024-02-20,1,500,27840,,60756,3,2,2024-02-23,2,101222274v1,1,46967
68298,,2024-02-20T15:51:17.713Z,2024-02-20T15:51:20.276Z,,30785,,2024-02-20,,50,27812,,60669,9,3,2024-02-21,65,,1,
68351,221325,2024-02-20T21:40:51.619Z,2024-02-27T16:57:20.554Z,,,,2024-02-20,2,500,27810,,61287,1,3,2024-03-18,2,,1,
68368,,2024-02-20T23:36:48.752Z,2024-03-06T23:36:10.022Z,110360,,,2024-02-20,,2400,27839,,62047,11,3,2024-02-23,35,,1,46953
68366,,2024-02-20T23:36:48.735Z,2024-03-06T23:36:09.823Z,110360,,,2024-02-20,,300,27838,,62047,11,3,2024-02-23,35,,1,46953
68367,94354,2024-02-20T23:36:48.749Z,2024-03-06T23:36:09.345Z,,,,2024-02-20,2,2400,27839,,62046,1,3,2024-03-04,114,,1,46953
68365,94354,2024-02-20T23:36:48.732Z,2024-03-06T23:36:08.838Z,,,,2024-02-20,2,300,27838,,62045,1,3,2024-03-05,114,,1,46953
68297,221672,2024-02-20T15:48:54.988Z,2024-02-20T15:49:30.901Z,,,,2024-02-20,1,50,27812,,60668,1,3,2024-02-26,2,,1,46903
68363,221383,2024-02-20T23:23:10.478Z,2024-02-20T23:23:10.883Z,,,,2024-02-20,2,100,27837,,60746,3,2,2024-02-22,114,,1,46954
68281,221290,2024-02-20T15:20:49.287Z,2024-02-20T20:22:28.061Z,,,,2024-02-20,2,60,27806,,60723,3,2,2024-02-21,2,,1,46855
68270,,2024-02-20T13:43:35.685Z,2024-02-20T23:51:51.414Z,110213,,,2024-02-20,,550,27802,,60752,11,2,2024-02-21,35,,1,46889
68322,,2024-02-20T18:00:38.553Z,2024-02-20T18:00:38.557Z,,,,2024-02-20,,120,27816,4,,,,,,,3,
68272,,2024-02-20T13:43:35.724Z,2024-02-20T23:51:51.696Z,110213,,,2024-02-20,,350,27803,,60752,11,2,2024-02-21,35,,1,46889
68364,,2024-02-20T23:23:10.483Z,2024-02-20T23:23:10.483Z,,,,2024-02-20,,100,27837,4,,,,,,,1,46954
68289,217788,2024-02-20T15:31:25.552Z,2024-02-20T19:54:01.269Z,,,,2024-02-20,1,120,27809,,60710,3,2,2024-02-22,114,,1,46883
68321,222043,2024-02-20T18:00:38.539Z,2024-02-20T18:00:38.849Z,,,,2024-02-20,1,120,27816,,60687,3,2,2024-02-21,2,,3,
68459,221249,2024-02-21T18:17:36.636Z,2024-02-21T18:17:38.493Z,,,,2024-02-21,1,1,27872,,60773,3,2,2024-02-23,114,551221250v1,1,
68445,,2024-02-21T17:50:55.931Z,2024-02-21T17:51:49.513Z,110474,,,2024-02-21,,175,27867,,60808,11,7,2024-02-23,35,,1,46999
68444,170685,2024-02-21T17:50:55.927Z,2024-02-21T17:51:49.438Z,,,,2024-02-21,1,175,27867,,60807,4,7,2024-02-27,2,,1,46999
68384,222088,2024-02-21T15:04:28.792Z,2024-02-21T15:49:52.608Z,,,,2024-02-21,1,250,27846,,60767,1,3,2024-02-21,2,,1,46962
68385,,2024-02-21T15:04:28.796Z,2024-02-21T15:04:28.796Z,,,,2024-02-21,,250,27846,4,,,,,,,1,46962
68382,208705,2024-02-21T13:04:42.319Z,2024-02-21T13:04:42.898Z,,,,2024-02-21,2,120,27845,,60759,3,2,2024-02-22,2,,1,46961
68383,,2024-02-21T13:04:42.330Z,2024-02-21T13:04:42.330Z,,,,2024-02-21,,120,27845,4,,,,,,,1,46961
68421,,2024-02-21T17:18:56.844Z,2024-02-21T17:27:07.270Z,106120,,,2024-02-21,,2,27857,,60793,11,2,2024-02-22,35,,2,46997
68381,,2024-02-21T09:51:38.240Z,2024-02-21T09:51:38.793Z,110339,,,2024-02-21,,120,27844,,60758,11,3,2024-02-22,35,,1,46976
68380,222378,2024-02-21T09:51:38.230Z,2024-02-21T09:51:38.706Z,,,,2024-02-21,1,120,27844,,60757,1,3,2024-02-22,2,,1,46976
68522,,2024-02-21T20:41:23.578Z,2024-02-21T20:50:00.408Z,110282,,,2024-02-21,,30,27894,,60874,11,7,2024-02-26,35,,6,46822
68521,213600,2024-02-21T20:41:23.574Z,2024-02-21T20:50:00.236Z,,,,2024-02-21,1,30,27894,,60873,4,7,2024-03-05,2,,6,46822
68519,213637,2024-02-21T20:41:23.567Z,2024-02-21T20:49:59.964Z,,,,2024-02-21,1,30,27894,,60872,4,7,2024-03-05,2,,5,46819
68523,,2024-02-21T20:41:23.596Z,2024-02-21T20:55:26.668Z,,30786,,2024-02-21,,30,27895,,60879,9,7,2024-03-11,55,,7,46928
68515,213601,2024-02-21T20:41:23.546Z,2024-02-21T20:50:01.440Z,,,,2024-02-21,1,30,27894,,60877,4,7,2024-03-05,2,,3,46821
68513,213636,2024-02-21T20:41:23.539Z,2024-02-21T20:50:01.331Z,,,,2024-02-21,1,30,27894,,60876,4,7,2024-03-05,2,,2,46820
68511,213599,2024-02-21T20:41:23.532Z,2024-02-21T20:50:01.208Z,,,,2024-02-21,1,30,27894,,60875,4,7,2024-03-05,2,,1,46823
68517,213655,2024-02-21T20:41:23.555Z,2024-02-21T20:49:59.829Z,,,,2024-02-21,1,30,27894,,60871,4,7,2024-03-05,2,,4,46818
68510,,2024-02-21T20:38:02.631Z,2024-02-21T20:38:02.631Z,,,,2024-02-21,,327,27893,4,,,,,,,1,47029
68416,200422,2024-02-21T17:16:28.975Z,2024-02-21T17:16:29.405Z,,,,2024-02-21,2,60,27856,,60789,3,2,2024-02-22,116,,1,46985
68509,222686,2024-02-21T20:38:02.622Z,2024-02-21T20:38:03.153Z,,,3869,2024-02-21,1,164,27893,,60867,3,2,2024-02-22,114,551222687v1,1,47029
68417,,2024-02-21T17:16:28.981Z,2024-02-21T17:16:29.514Z,106929,,,2024-02-21,,60,27856,,60790,11,2,2024-02-22,35,,1,46985
68508,222687,2024-02-21T20:38:02.613Z,2024-02-21T20:38:03.052Z,,,3869,2024-02-21,1,164,27893,,60866,3,2,2024-02-22,114,551222686v1,1,
68507,,2024-02-21T20:20:34.308Z,2024-02-21T20:20:35.171Z,110367,,,2024-02-21,,500,27892,,60861,11,3,2024-02-23,35,,2,46987
68506,146469,2024-02-21T20:20:34.303Z,2024-02-21T20:20:35.054Z,,,,2024-02-21,1,500,27892,,60860,1,3,2024-02-27,114,,2,46987
68505,,2024-02-21T20:20:34.297Z,2024-02-21T20:20:34.943Z,110368,,,2024-02-21,,200,27892,,60859,11,3,2024-02-23,35,,1,46988
68504,49282,2024-02-21T20:20:34.291Z,2024-02-21T20:20:34.850Z,,,,2024-02-21,1,200,27892,,60858,1,3,2024-02-27,2,,1,46988
68530,175953,2024-02-21T22:01:54.754Z,2024-02-21T22:01:55.299Z,,,,2024-02-21,3,60,27898,,60883,1,3,2024-02-22,2,,1,46925
68531,,2024-02-21T22:01:54.758Z,2024-02-21T22:01:55.390Z,102756,,,2024-02-21,,60,27898,,60884,11,3,2024-02-22,35,,1,46925
68423,,2024-02-21T17:20:17.625Z,2024-02-21T17:26:29.922Z,109305,,,2024-02-21,,250,27858,,60792,11,3,2024-02-22,35,,1,46874
68503,,2024-02-21T20:14:52.407Z,2024-02-21T20:14:52.941Z,96461,,,2024-02-21,,60,27891,,60857,11,2,2024-02-22,35,,1,47033
68502,192156,2024-02-21T20:14:52.401Z,2024-02-21T20:14:52.841Z,,,,2024-02-21,1,60,27891,,60856,3,2,2024-02-22,2,,1,47033
68501,,2024-02-21T20:14:17.434Z,2024-02-21T20:14:18.195Z,108736,,,2024-02-21,,480,27890,,60855,6,2,2024-02-22,35,,1,46990
68500,94103,2024-02-21T20:14:17.427Z,2024-02-21T20:14:18.090Z,,,,2024-02-21,3,480,27890,,60854,3,2,2024-02-23,2,,1,46990
68403,,2024-02-21T16:23:39.408Z,2024-02-21T18:45:53.072Z,110302,,,2024-02-21,,400,27853,,60836,6,2,2024-02-22,35,,1,46944
68402,112476,2024-02-21T16:23:39.393Z,2024-02-21T18:45:52.746Z,,,,2024-02-21,1,400,27853,,60835,3,2,2024-02-23,2,,1,46944
68422,220116,2024-02-21T17:20:17.618Z,2024-02-21T17:26:29.850Z,,,,2024-02-21,1,250,27858,,60791,1,3,2024-02-23,2,,1,46874
68499,,2024-02-21T20:03:16.490Z,2024-02-21T20:36:38.293Z,110435,,,2024-02-21,,120,27889,,60865,11,7,2024-02-22,35,,1,46970
68498,184243,2024-02-21T20:03:16.483Z,2024-02-21T20:36:38.197Z,,,,2024-02-21,1,120,27889,,60864,4,7,2024-02-22,2,,1,46970
68495,,2024-02-21T19:46:44.070Z,2024-02-21T19:46:45.156Z,110478,,,2024-02-21,,25,27887,,60853,11,7,2024-02-22,35,,1,47014
68494,208502,2024-02-21T19:46:44.065Z,2024-02-21T19:46:44.989Z,,,,2024-02-21,1,25,27887,,60852,4,7,2024-02-22,2,,1,47014
68493,,2024-02-21T19:46:44.045Z,2024-02-21T19:46:44.907Z,110478,,,2024-02-21,,50,27886,,60853,11,7,2024-02-22,35,,1,47014
68492,208502,2024-02-21T19:46:44.040Z,2024-02-21T19:46:44.806Z,,,,2024-02-21,1,50,27886,,60852,4,7,2024-02-22,2,,1,47014
68497,,2024-02-21T19:55:37.473Z,2024-02-21T20:36:06.524Z,110503,,,2024-02-21,,48,27888,,60863,11,7,2024-02-22,35,,1,47030
68496,60661,2024-02-21T19:55:37.469Z,2024-02-21T20:36:06.420Z,,,,2024-02-21,1,48,27888,,60862,4,7,2024-02-22,2,,1,47030
68491,,2024-02-21T19:33:12.558Z,2024-03-19T17:31:29.315Z,110344,,,2024-02-21,,240,27885,,63125,10,8,2024-02-22,35,,2,
68535,,2024-02-21T22:11:14.058Z,2024-02-21T22:11:14.564Z,110502,,,2024-02-21,,60,27900,,60888,11,7,2024-02-22,35,,1,47028
68534,218394,2024-02-21T22:11:14.054Z,2024-02-21T22:11:14.478Z,,,,2024-02-21,3,60,27900,,60887,4,7,2024-02-22,2,,1,47028
68488,112586,2024-02-21T19:33:12.506Z,2024-03-19T17:31:28.836Z,,,,2024-02-21,1,240,27884,,63124,10,8,2024-02-26,4,,2,
68532,222556,2024-02-21T22:02:47.307Z,2024-02-21T22:02:47.785Z,,,,2024-02-21,3,200,27899,,60885,1,3,2024-02-22,2,,1,47025
68533,,2024-02-21T22:02:47.311Z,2024-02-21T22:02:47.906Z,110431,,,2024-02-21,,200,27899,,60886,11,3,2024-02-22,35,,1,47025
